name,county,state,population,latitude,longitude,type
Greenfield,Blaine County,Oklahoma,112,35.72866,-98.37785,t
Holy Cross,Clay County,Minnesota,112,46.67315,-96.73265,s
Lester,Limestone County,Alabama,112,34.99064,-87.15335,t
Lesterville,Yankton County,South Dakota,112,43.03944,-97.59562,t
Lincoln,Edwards County,Kansas,112,37.82305,-99.07275,s
Longview,Champaign County,Illinois,112,39.88670,-88.06643,v
Luzerne,Benton County,Iowa,112,41.89805,-92.17991,c
McIntosh,Corson County,South Dakota,112,45.92139,-101.34958,c
Melrose,Monroe County,Iowa,112,40.97612,-93.05048,c
Prospect,Grant Parish,Louisiana,112,31.45046,-92.48764,d
Quemado,Maverick County,Texas,112,28.94802,-100.62397,d
Rochester,Butler County,Kentucky,112,37.21254,-86.89305,c
Round Mountain,Shasta County,California,112,40.79404,-121.94194,d
Sterling,Hodgeman County,Kansas,112,37.99760,-99.67829,s
Tobias,Saline County,Nebraska,112,40.41806,-97.33616,v
Tower,Cass County,North Dakota,112,46.94194,-97.60862,s
Uniontown,Crawford County,Arkansas,112,35.58444,-94.44417,u
Washington,Nevada County,California,112,39.35934,-120.79911,d
Waterford,Marshall County,Mississippi,112,34.6475,-89.45722,u
Weed,Otero County,New Mexico,112,32.80260,-105.51748,d
Winston,Broadwater County,Montana,112,46.47660,-111.65886,d
Woodland,Chickasaw County,Mississippi,112,33.77873,-89.05145,v
Yarrowsburg,Washington County,Maryland,112,39.37611,-77.68444,u
Arlington,Maricopa County,Arizona,113,33.32560,-112.76406,d
Bellemont,Coconino County,Arizona,113,35.23806,-111.83361,u
Big Falls,Rusk County,Wisconsin,113,45.61373,-90.97058,t
Bloomington,Franklin County,Nebraska,113,40.09418,-99.03703,v
Bondurant,Sublette County,Wyoming,113,43.20299,-110.40879,d
Cameron,Murray County,Minnesota,113,44.06799,-96.00487,s
Clear Lake,Marshall County,South Dakota,113,45.70124,-97.35237,d
Corn Creek,Mellette County,South Dakota,113,43.565,-101.20111,u
Dawson,Dallas County,Iowa,113,41.84276,-94.22246,c
Falcon,Quitman County,Mississippi,113,34.39316,-90.25648,t
Faxon,Comanche County,Oklahoma,113,34.45702,-98.57895,t
Fleming,Ray County,Missouri,113,39.19918,-94.06550,c
Flemington,Polk County,Missouri,113,37.80476,-93.50131,v
Fort Hill,Polk County / Yamhill County,Oregon,113,45.06703,-123.56051,d
Fulton,Hempstead County,Arkansas,113,33.61456,-93.81352,t
Goodrich,Sheridan County,North Dakota,113,47.47500,-100.12624,c
Goodwin,St. Francis County,Arkansas,113,34.93806,-91.02083,u
Grant,Beadle County,South Dakota,113,44.23306,-98.26471,s
Green Mountain,Marshall County,Iowa,113,42.10167,-92.82056,u
Harper,Malheur County,Oregon,113,43.86333,-117.61,u
High Amana,Iowa County,Iowa,113,41.80333,-91.93833,u
La Clede,Fayette County,Illinois,113,38.87972,-88.71528,u
Lisbon,Davison County,South Dakota,113,43.62943,-98.14606,s
Los Altos,Webb County,Texas,113,27.49049,-99.38582,d
Maple Ridge,Beltrami County,Minnesota,113,47.71917,-95.03897,s
Marietta,Cass County,Texas,113,33.17346,-94.54242,t
McKittrick,Kern County,California,113,35.30552,-119.62262,d
Prairie,Wilson County,Kansas,113,37.60216,-95.82330,s
Scottsburg,Livingston County,New York,113,42.66423,-77.71416,d
Spring Creek,Moody County,South Dakota,113,44.15192,-96.59016,s
Tabor,Polk County,Minnesota,113,48.06458,-96.82490,s
Teasdale,Wayne County,Utah,113,38.28609,-111.47740,d
Willow,Greer County,Oklahoma,113,35.05144,-99.50953,t
Worthen,Hanson County,South Dakota,113,43.55022,-97.89628,s
Aragon,Catron County,New Mexico,114,33.88116,-108.53895,d
Belle Prairie,Fillmore County,Nebraska,114,40.39402,-97.53936,s
Bernard,Dubuque County,Iowa,114,42.31223,-90.83180,c
Blenheim,Marlboro County,South Carolina,114,34.51071,-79.65284,t
Bluff City,Nevada County,Arkansas,114,33.71844,-93.13406,t
Bluffton,Clay County,Georgia,114,31.52295,-84.86770,t
Brussels,Calhoun County,Illinois,114,38.94949,-90.58873,v
Cleveland,Knox County,Nebraska,114,42.47407,-97.78860,s
Colon,Saunders County,Nebraska,114,41.29750,-96.60586,v
Cosby,Andrew County,Missouri,114,39.86416,-94.67829,v
Danbury,Burnett County,Wisconsin,114,46.00661,-92.37130,d
East Salem,Juniata County,Pennsylvania,114,40.60897,-77.23804,d
Fairview,Mecklenburg County,Virginia,114,36.81542,-78.46666,d
Garfield,Lac qui Parle County,Minnesota,114,44.92195,-96.29851,s
Gay,Meriwether County,Georgia,114,33.09374,-84.57382,t
Hartland,Kearny County,Kansas,114,37.96851,-101.41092,s
Hillsboro,Loudoun County,Virginia,114,39.19816,-77.72277,t
Isabella,Major County,Oklahoma,114,36.23556,-98.34,u
Lone Oak,Meriwether County,Georgia,114,33.17179,-84.81604,t
Ludlow,Livingston County,Missouri,114,39.65502,-93.70216,t
Macksburg,Washington County,Ohio,114,39.63230,-81.45651,v
Macon,Warren County,North Carolina,114,36.43876,-78.08388,t
Millbrook,Graham County,Kansas,114,39.31295,-99.87786,s
Mount Etna,Huntington County,Indiana,114,40.74254,-85.56192,t
Newtown,Sullivan County,Missouri,114,40.37640,-93.33494,t
Niota,Hancock County,Illinois,114,40.6175,-91.28806,u
Parrott,Terrell County,Georgia,114,31.89350,-84.51325,t
Slater,Platte County,Wyoming,114,41.87303,-104.81997,d
Talmage,Dickinson County,Kansas,114,39.02500,-97.26058,d
Turin,Marquette County,Michigan,114,46.19093,-87.24991,s
Turkey Creek,Mitchell County,Kansas,114,39.42994,-98.20025,s
Westboro,Atchison County,Missouri,114,40.53472,-95.31915,c
Adams,Miner County,South Dakota,115,44.06623,-97.55036,s
Adrian,LaMoure County,North Dakota,115,46.59459,-98.58899,s
Armstrong,Bryan County,Oklahoma,115,34.05148,-96.34527,t
Barrett,Thomas County,Kansas,115,39.50830,-101.27138,s
Bear Creek,Clearwater County,Minnesota,115,47.37191,-95.24920,s
Bushnell,Kimball County,Nebraska,115,41.23220,-103.89189,v
Centralia,Dubuque County,Iowa,115,42.47222,-90.83707,c
Dayton,Saline County,Kansas,115,38.91913,-97.42259,s
Deer Creek,Carroll County,Indiana,115,40.61417,-86.39111,u
Deer Creek,Lake County,Indiana,115,41.42056,-87.25806,u
Eldorado,Traill County,North Dakota,115,47.46135,-97.01711,s
Fox Lake,Richland County,Montana,115,47.68307,-104.62246,d
Glenville,Jackson County,North Carolina,115,35.17343,-83.12931,d
Holliday,Monroe County,Missouri,115,39.49448,-92.12879,v
Jacksonville,Telfair County,Georgia,115,31.81268,-82.97904,c
Liberty,Kingman County,Kansas,115,37.42761,-98.40987,s
Marion,Franklin County,Nebraska,115,40.17659,-98.89574,s
McIntire,Mitchell County,Iowa,115,43.43580,-92.59379,c
Michigan,Grand Forks County,North Dakota,115,47.70919,-97.16343,s
Monument,Grant County,Oregon,115,44.81931,-119.42110,c
Morland,Graham County,Kansas,115,39.34945,-100.07569,c
Nemaha,Nemaha County,Nebraska,115,40.33833,-95.67305,v
Neosho,Coffey County,Kansas,115,38.07478,-95.72963,s
Panther Burn,Sharkey County,Mississippi,115,33.06611,-90.86833,u
Roscoe,Keith County,Nebraska,115,41.13055,-101.58573,d
Scott,Stevens County,Minnesota,115,45.53524,-96.04561,s
St. Augustine,Knox County,Illinois,115,40.71837,-90.41096,v
Taylor,Beltrami County,Minnesota,115,47.62199,-94.58478,s
Ulen,Boone County,Indiana,115,40.06310,-86.46445,t
Walnut,Marshall County,Kansas,115,39.79100,-96.74588,s
Wasola,Ozark County,Missouri,115,36.79444,-92.57528,u
White Cloud,Doniphan County,Kansas,115,39.97639,-95.29692,c
Xenia,Bourbon County,Kansas,115,37.99528,-94.98639,u
Barto,Roseau County,Minnesota,116,48.76117,-96.20613,s
Brookston,St. Louis County,Minnesota,116,46.86772,-92.60380,c
Clarks Hill,McCormick County,South Carolina,116,33.67097,-82.17290,d
Cochran,Austin County,Texas,116,30.02883,-96.1294,u
Concord,Ford County,Kansas,116,37.60249,-100.10097,s
Crane,Harney County,Oregon,116,43.41528,-118.57833,u
Crestline,Cherokee County,Kansas,116,37.17083,-94.70444,u
Dora,Roosevelt County,New Mexico,116,33.93870,-103.33662,v
Floris,Davis County,Iowa,116,40.86502,-92.33296,c
Garfield,Hamlin County,South Dakota,116,44.57979,-97.42149,s
Greene,Ransom County,North Dakota,116,46.57951,-97.45863,s
Hall,Sargent County,North Dakota,116,46.23938,-97.33221,s
Hasty,Bent County,Colorado,116,38.11251,-102.95742,d
Heath,Jefferson County,Pennsylvania,116,41.32893,-79.01309,s
Indian Village,St. Joseph County,Indiana,116,41.71394,-86.23556,t
McDonald,Rawlins County,Kansas,116,39.78583,-101.37572,c
Monroe,Franklin County,Massachusetts,116,42.72777,-72.98535,t
Mount Ayr,Newton County,Indiana,116,40.95198,-87.29919,t
Olean,Miller County,Missouri,116,38.41086,-92.52935,t
Roscoe,Reno County,Kansas,116,37.77900,-98.08222,s
Silver Creek,Burt County,Nebraska,116,41.86746,-96.28238,s
Thurston,Thurston County,Nebraska,116,42.17722,-96.70087,v
Tobin,Davison County,South Dakota,116,43.54200,-98.14429,s
Vale,Butte County,South Dakota,116,44.62026,-103.40213,d
Wayne,Custer County,Nebraska,116,41.11198,-100.15160,s
Windsor,Aiken County,South Carolina,116,33.48181,-81.51372,t
Winthrop,Little River County,Arkansas,116,33.83178,-94.35465,c
Archer,O'Brien County,Iowa,117,43.11526,-95.74585,c
Bairdstown,Wood County,Ohio,117,41.17283,-83.60799,v
Ben Arnold,Milam County,Texas,117,30.96389,-96.98806,u
Cable,Mercer County,Illinois,117,41.28306,-90.50722,u
Cedar Crest,Mifflin County,Pennsylvania,117,40.39659,-77.88570,d
Center,Pottawatomie County,Kansas,117,39.34365,-96.23307,s
Columbia,Knox County,Nebraska,117,42.48167,-97.66162,s
Danville,Morgan County,Alabama,117,34.41444,-87.0875,u
De Graff,Swift County,Minnesota,117,45.26329,-95.46781,c
Foster,Clark County,Wisconsin,117,44.68709,-90.86384,t
Fulton,Rock County,Wisconsin,117,42.80806,-89.1275,u
Gilliam,Caddo Parish,Louisiana,117,32.82709,-93.84518,v
Holcomb,Grenada County,Mississippi,117,33.76123,-89.97592,d
Kemps Mill,Washington County,Maryland,117,39.62694,-77.81389,u
Lincoln,Russell County,Kansas,117,38.74032,-98.87450,s
Longstreet,De Soto Parish,Louisiana,117,32.09766,-93.95213,v
Lublin,Taylor County,Wisconsin,117,45.07719,-90.72458,v
Medora,Billings County,North Dakota,117,46.91390,-103.52435,c
Park,Gove County,Kansas,117,39.11251,-100.35875,c
Pine River,Waushara County,Wisconsin,117,44.15220,-89.07706,d
Poole,Henderson County / Webster County,Kentucky,117,37.63956,-87.64800,d
Prairie Center,Spink County,South Dakota,117,44.93411,-98.15221,s
Prairie Creek,Nance County,Nebraska,117,41.35853,-97.76260,s
Redfield,Nacogdoches County,Texas,117,31.67962,-94.66493,d
Rosette,Edmunds County,South Dakota,117,45.54935,-99.03802,s
Rusk,Day County,South Dakota,117,45.29030,-97.53492,s
Sherman,Pottawatomie County,Kansas,117,39.43345,-96.29458,s
Tilmon,Caldwell County,Texas,117,29.79778,-97.55333,u
Van,Boone County,West Virginia,117,37.97122,-81.71095,d
Wells,Marshall County,Kansas,117,39.69648,-96.52952,s
Wyatt,St. Joseph County,Indiana,117,41.52583,-86.16944,u
Albany,Bryan County,Oklahoma,118,33.88149,-96.16276,u
Alton,Kane County,Utah,118,37.43776,-112.48271,t
Berlin,Cass County,North Dakota,118,47.01931,-97.00960,s
Bobo,Coahoma County,Mississippi,118,34.13194,-90.67556,u
Branchville,Southampton County,Virginia,118,36.57043,-77.24858,t
Brooks,Red Lake County,Minnesota,118,47.81441,-96.00226,c
Buckeye,Ottawa County,Kansas,118,39.00246,-97.53355,s
Deerfield,Cass County,Minnesota,118,46.84754,-94.59756,s
Five Points,Chambers County,Alabama,118,33.01818,-85.35023,t
Franklin,Ness County,Kansas,118,38.33406,-99.91622,s
Grandview,Hutchinson County,South Dakota,118,43.39046,-97.47115,s
Hendricks,Mackinac County,Michigan,118,46.12903,-85.14770,s
Hickory Hill,Jefferson County,Kentucky,118,38.28757,-85.56829,c
Highland Beach,Anne Arundel County,Maryland,118,38.93039,-76.46579,t
Lee,Norman County,Minnesota,118,47.20169,-96.76620,s
Logan,Mitchell County,Kansas,118,39.34792,-97.98193,s
Marietta,Lac qui Parle County,Minnesota,118,45.00830,-96.41755,c
Osceola,Grant County,South Dakota,118,45.28331,-96.91538,s
Riverton,Crow Wing County,Minnesota,118,46.45996,-94.05193,c
Rome,Henry County,Iowa,118,40.98141,-91.68239,c
Rutland,Humboldt County,Iowa,118,42.75914,-94.29774,c
Salem,Cass County,Minnesota,118,47.20752,-93.99597,s
Summertown,Emanuel County,Georgia,118,32.74599,-82.27624,c
Wharton,Potter County,Pennsylvania,118,41.54993,-77.93644,s
Woodlawn,Kidder County,North Dakota,118,46.84316,-99.87962,s
Young America,Cass County,Indiana,118,40.56861,-86.34667,u
Ackworth,Warren County,Iowa,119,41.36694,-93.47271,c
Badger,Polk County,Minnesota,119,47.70632,-96.01826,s
Clearmont,Sheridan County,Wyoming,119,44.64026,-106.38087,t
Darling,Quitman County,Mississippi,119,34.35900,-90.27426,d
Downsville,Lincoln Parish / Union Parish,Louisiana,119,32.62644,-92.41292,v
Elwin,Macon County,Illinois,119,39.85167,-88.94417,u
Harper,Keokuk County,Iowa,119,41.36251,-92.05101,c
Java,Walworth County,South Dakota,119,45.50332,-99.88651,t
Lanesboro,Carroll County,Iowa,119,42.18443,-94.69137,c
Montreal,Camden County,Missouri,119,37.9689,-92.5925,u
Mound,Phillips County,Kansas,119,39.78491,-99.45917,s
Mount Union,Henry County,Iowa,119,41.05781,-91.39043,d
Pliny,Aitkin County,Minnesota,119,46.30503,-93.23041,s
Rosedale,Mahnomen County,Minnesota,119,47.27946,-95.87661,s
Rosendale,Andrew County,Missouri,119,40.04444,-94.82080,c
Spring Creek,Becker County,Minnesota,119,47.09465,-96.01690,s
Summerville,Union County,Oregon,119,45.48847,-118.00299,t
Tuscarora,Elko County,Nevada,119,41.31389,-116.22,u
Walnut,Bourbon County,Kansas,119,37.71928,-94.99589,s
Wilson,Rusk County,Wisconsin,119,45.58253,-91.49029,t
Alden,Rice County,Kansas,120,38.24223,-98.31201,c
Blacksville,Monongalia County,West Virginia,120,39.72008,-80.21202,t
Capulin,Conejos County,Colorado,120,37.28390,-106.11142,d
Clark,Aitkin County,Minnesota,120,46.63351,-93.10112,s
Comstock,Marshall County,Minnesota,120,48.22823,-96.56598,s
De Soto,Sumter County,Georgia,120,31.95545,-84.06213,c
Drammen,Lincoln County,Minnesota,120,44.33527,-96.39293,s
Elyria,McPherson County,Kansas,120,38.29056,-97.62694,u
Fields,Harney County,Oregon,120,42.26434,-118.67518,u
Garvin,Lyon County,Minnesota,120,44.21440,-95.75585,c
Hanover,Rock County,Wisconsin,120,42.63862,-89.16206,d
Haynes,Lee County,Arkansas,120,34.89093,-90.79206,t
Kirby,Wyandot County,Ohio,120,40.81311,-83.41853,v
Matlock,Mason County,Washington,120,47.23833,-123.40778,u
Oldham,Kingsbury County,South Dakota,120,44.22747,-97.30785,c
Pleasant View,Tripp County,South Dakota,120,43.21159,-99.72135,s
Ponderosa,Sandoval County,New Mexico,120,35.66003,-106.66753,d
Preston,Pratt County,Kansas,120,37.75891,-98.55314,c
Rowan,Wright County,Iowa,120,42.74081,-93.55271,c
Salem,Oconee County,South Carolina,120,34.88982,-82.97654,t
Scotland,Greene County,Indiana,120,38.91283,-86.90389,d
Skandia,Murray County,Minnesota,120,44.14569,-95.87349,s
Springfield,Cottonwood County,Minnesota,120,43.88756,-95.28632,s
Turney,Clinton County,Missouri,120,39.63472,-94.32106,v
Union,McCook County,South Dakota,120,43.53617,-97.40806,s
Washburn,Armstrong County,Texas,120,35.17667,-101.57333,u
Water Valley,Tom Green County,Texas,120,31.66778,-100.71694,u
Western,Otter Tail County,Minnesota,120,46.14746,-96.20244,s
Bassett,Mississippi County,Arkansas,121,35.53647,-90.12676,t
Belford,Richland County,North Dakota,121,46.15296,-96.94831,s
Bennett Springs,Lincoln County,Nevada,121,37.71412,-114.46671,d
Brock,Nemaha County,Nebraska,121,40.48000,-95.95945,v
Clark,Dixon County,Nebraska,121,42.48858,-96.96184,s
Dixie,Brooks County,Georgia,121,30.78583,-83.66444,u
Dora,Crawford County,Arkansas,121,35.45714,-94.43802,u
Good Hope,Itasca County,Minnesota,121,47.63968,-94.21992,s
Grant,Marion County,Kansas,121,38.36467,-96.88477,s
Herndon,Rawlins County,Kansas,121,39.90973,-100.78515,c
Lamar,Hughes County,Oklahoma,121,35.09954,-96.12750,t
Ledyard,Kossuth County,Iowa,121,43.42162,-94.16218,c
Lincoln,Tama County,Iowa,121,42.26276,-92.69187,c
Lincoln,Harrison County,Missouri,121,40.53533,-94.18227,s
Manchester,Morgan County,Ohio,121,39.68771,-81.67030,s
McHenry,Lycoming County,Pennsylvania,121,41.43341,-77.43967,s
Milford,Decatur County,Indiana,121,39.35028,-85.61944,u
Mitchell,Mitchell County,Iowa,121,43.32191,-92.86770,c
Paw Paw,Elk County,Kansas,121,37.56721,-96.22703,s
Pikeville,Jackson County,Alabama,121,34.74361,-86.03861,u
Princeton,Latah County,Idaho,121,46.91406,-116.83405,d
Proctorville,Robeson County,North Carolina,121,34.47655,-79.03642,t
Rome,Faribault County,Minnesota,121,43.53700,-93.95671,s
Sinking Spring,Highland County,Ohio,121,39.07285,-83.38686,v
Smithfield,Henry County,Kentucky,121,38.38673,-85.25690,c
Steuben,Crawford County,Wisconsin,121,43.18109,-90.85874,v
Ward,Saluda County,South Carolina,121,33.85792,-81.72983,t
Waverly,Spokane County,Washington,121,47.34267,-117.22797,t
Welton,Clinton County,Iowa,121,41.90808,-90.59541,c
Westfield,Plymouth County,Iowa,121,42.75555,-96.60587,c
Williamson,Lucas County,Iowa,121,41.08778,-93.25493,c
Winsor,Clearwater County,Minnesota,121,47.81141,-95.50525,s
Woodville,Platte County,Nebraska,121,41.57524,-97.76471,s
Alpha,Iron County,Michigan,122,46.04384,-88.37708,v
Cottage Hill,Marshall County,Kansas,122,39.60277,-96.75944,s
Dayton,Lake County,Montana,122,47.86578,-114.27901,d
Delmont,Cumberland County,New Jersey,122,39.21417,-74.95,u
Elm Grove,Grand Forks County,North Dakota,122,47.97694,-97.68845,s
Fairfield,Nelson County,Kentucky,122,37.93367,-85.38357,c
Farmington,Graves County,Kentucky,122,36.66950,-88.52588,d
Hamilton,Marion County,Iowa,122,41.16917,-92.90326,c
Jackson,Sumner County,Kansas,122,37.16993,-97.41580,s
Jacksonville,Randolph County,Missouri,122,39.58837,-92.47130,v
Jerome,Gove County,Kansas,122,38.77109,-100.48161,s
Lake Gogebic,Ontonagon County,Michigan,122,46.57528,-89.62194,u
Larrabee,Cherokee County,Iowa,122,42.86081,-95.54528,c
Maple River,Cass County,North Dakota,122,46.76071,-97.23952,s
New Site,Prentiss County,Mississippi,122,34.55917,-88.40944,u
Newport,Shelby County,Ohio,122,40.29588,-84.36967,d
Ormsby,Martin County / Watonwan County,Minnesota,122,43.85037,-94.69859,c
Prathersville,Clay County,Missouri,122,39.31250,-94.27245,v
Rhoda,Charles Mix County,South Dakota,122,43.29803,-98.75272,s
Saratoga,Faulk County,South Dakota,122,45.10799,-99.25761,s
Sherwood,Franklin County,Tennessee,122,35.07611,-85.92333,u
Sparks,Lincoln County,Oklahoma,122,35.60812,-96.82113,t
Stanley,Custer County,Idaho,122,44.21742,-114.93858,c
Alden,Antrim County,Michigan,123,44.88111,-85.27556,u
Amo,Cottonwood County,Minnesota,123,43.97008,-95.27246,s
Anderson,Thurston County,Nebraska,123,42.07085,-96.33192,s
Burbank,Osage County,Oklahoma,123,36.69504,-96.73198,t
Cambria,Brown County,South Dakota,123,45.54548,-98.28876,s
Echo,Dale County,Alabama,123,31.47583,-85.46583,u
Edinburg,Leake County,Mississippi,123,32.79917,-89.33611,u
Enterprise,Reno County,Kansas,123,38.03897,-98.19002,s
Greensboro,Henry County,Indiana,123,39.87505,-85.46608,t
Harding,Morrison County,Minnesota,123,46.11608,-94.04082,c
Independence,Wasatch County,Utah,123,40.30291,-111.25689,t
Liberty,Hutchinson County,South Dakota,123,43.38412,-97.93462,s
Moorefield,Independence County,Arkansas,123,35.76841,-91.57041,t
Mount Holly,Union County,Arkansas,123,33.3025,-92.955,u
Ophiem,Henry County,Illinois,123,41.2525,-90.3875,u
Perkins,Scott County,Missouri,123,37.09472,-89.77528,u
Pollard,Escambia County,Alabama,123,31.02713,-87.17358,t
Pontiac,Ozark County,Missouri,123,36.51556,-92.60389,u
